,id,name,slug,website,place,functioning,secure,country,mp3,place_name,place_geo,place_geo_x,place_geo_y,geometry,len_mp3,trail_mp3
4341,NGeDjsiE,Radio Viva Kolding,radio-viva-kolding,http://www.radioviva.dk,"{'name': 'Kolding', 'geo': [9.4730519, 55.495973]}",True,False,Denmark,http://stream.wlmm.dk/radioviva,Kolding,"[9.4730519, 55.495973]",9.4730519,55.495973,POINT (9.4730519 55.495973),31,True
4342,dp59E4vH,Skala.FM,skala,http://www.skala.fm,"{'name': 'Kolding', 'geo': [9.4730519, 55.495973]}",True,False,Denmark,http://webradio.skala.fm/kolding,Kolding,"[9.4730519, 55.495973]",9.4730519,55.495973,POINT (9.4730519 55.495973),32,True
4343,ZDyJ2oyz,Street 103 FM 103.0,street-103-fm-103-0,http://street103.net,"{'name': 'Libreville', 'geo': [9.4672676, 0.4161976]}",True,False,Gabon,http://street103.aztechnologie.com:8000/radio,Libreville,"[9.4672676, 0.4161976]",9.4672676,0.4161976,POINT (9.4672676 0.4161976),45,True
4347,gsdgCtP1,DR P4 Syd ,dr,http://www.dr.dk/p4/syd/,"{'name': 'Aabenraa', 'geo': [9.415158900000002, 55.040852]}",True,False,Denmark,http://live-icy.gss.dr.dk:8000/A/A12L.mp3,Aabenraa,"[9.415158900000002, 55.040852]",9.415158900000002,55.040852,POINT (9.415158900000002 55.040852),41,True
4348,nRwXfD8F,Classic FM,classic-fm,http://www.classicfm.dk,"{'name': 'Viborg', 'geo': [9.396347, 56.45202699999999]}",True,False,Denmark,http://netradio.vlr.dk/classicviborg,Viborg,"[9.396347, 56.45202699999999]",9.396347,56.45202699999999,POINT (9.396347 56.45202699999999),36,True
4349,UbFnUNoI,Radio Viborg,radioviborg,http://radioviborg.dk/,"{'name': 'Viborg', 'geo': [9.396347, 56.45202699999999]}",True,False,Denmark,http://netradio.radioviborg.dk/viborg,Viborg,"[9.396347, 56.45202699999999]",9.396347,56.45202699999999,POINT (9.396347 56.45202699999999),37,True
4350,0rHqHEMN,FM1 St. Gallen,radioaktuell,http://www.radioaktuell.ch/,"{'name': 'Saint Gallen', 'geo': [9.3767173, 47.4244818]}",True,False,Switzerland,http://radiofm1.ice.infomaniak.ch/radiofm1-128.mp3,Saint Gallen,"[9.3767173, 47.4244818]",9.3767173,47.4244818,POINT (9.376717299999999 47.4244818),50,True
4351,UAQRIc0T,Radio FM1 (St. Gallen),radiofm1,http://www.radiofm1.ch/,"{'name': 'Saint Gallen', 'geo': [9.3767173, 47.4244818]}",True,False,Switzerland,http://radiofm1.ice.infomaniak.ch/radiofm1-64.aac,Saint Gallen,"[9.3767173, 47.4244818]",9.3767173,47.4244818,POINT (9.376717299999999 47.4244818),49,True
4352,SBrOJfAA,Radio Melody,radiomelody,http://www.radiomelody.ch/,"{'name': 'Saint Gallen', 'geo': [9.3767173, 47.4244818]}",True,False,Switzerland,http://fm1melody.ice.infomaniak.ch/fm1melody-128.mp3,Saint Gallen,"[9.3767173, 47.4244818]",9.3767173,47.4244818,POINT (9.376717299999999 47.4244818),52,True
4353,JG7JSbKX,Radio SRF 1 Ostschweiz ,srf,http://www.srf.ch/sendungen/regionaljournal-ostschweiz,"{'name': 'Saint Gallen', 'geo': [9.3767173, 47.4244818]}",True,False,Switzerland,http://stream.srg-ssr.ch/m/regi_ost/mp3_128,Saint Gallen,"[9.3767173, 47.4244818]",9.3767173,47.4244818,POINT (9.376717299999999 47.4244818),43,True
4354,kZ46F4te,toxic.fm,toxic,http://www.toxic.fm/,"{'name': 'Saint Gallen', 'geo': [9.3767173, 47.4244818]}",True,False,Switzerland,http://toxicfm.ice.infomaniak.ch/toxicfm-128,Saint Gallen,"[9.3767173, 47.4244818]",9.3767173,47.4244818,POINT (9.376717299999999 47.4244818),44,True
4356,IgfB5I2W,Radio Cernusco Stereo inBlu,radio-cernusco-stereo-inblu,https://www.rcs939.it,"{'name': 'Cernusco sul Naviglio', 'geo': [9.3329595, 45.5249795]}",True,False,Italy,http://nr11.newradio.it:9176/stream,Cernusco sul Naviglio,"[9.3329595, 45.5249795]",9.3329595,45.5249795,POINT (9.332959499999999 45.5249795),35,True
4358,XQr92xoo,Ballando Web Radio,ballando-web-radio,http://www.ballando.eu,"{'name': 'Segrate', 'geo': [9.2981309, 45.4920004]}",True,False,Italy,http://sr10.inmystream.info:8073/stream,Segrate,"[9.2981309, 45.4920004]",9.2981309,45.4920004,POINT (9.2981309 45.4920004),39,True
4359,KmiERCwa,RTF.3,rtf3,http://www.rtf3.de/,"{'name': 'Eningen', 'geo': [9.25778, 48.48568]}",True,False,Germany,http://37.187.93.104:8414/stream,Eningen,"[9.25778, 48.48568]",9.25778,48.48568,POINT (9.25778 48.48568),32,True
4360,EEkFnC7r,Radio Ton,radioton,http://www.radioton.de/,"{'name': 'Heilbronn', 'geo': [9.210879, 49.1426929]}",True,False,Germany,http://live.radioton.de/rt-live-mobile-bw,Heilbronn,"[9.210879, 49.1426929]",9.210879,49.1426929,POINT (9.210879 49.1426929),41,True
4362,barjy93I,Radio 105 FM,105,http://www.105.net/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://icecast.unitedradio.it/Radio105.mp3,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),42,True
4363,cJXmznVI,Climbing Radio,climbing-radio,http://www.climbinradio.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://ice12.fluidstream.net/fluid2306.aac,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),42,True
4365,I5GfukfQ,Free Time Radio,free-time-radio,http://www.freetimeradio.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://nr11.newradio.it:9200/stream,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),35,True
4366,yBpKFPGr,Radio Kristall,kristallradio,http://www.kristallradio.it/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://176.31.117.120:8115/stream,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),33,True
4367,tvyETm-A,MC2 - Amor Latino,mc2-amor-latino,https://www.rmc2.net/webradio/mc2-amor-latino/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb024,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4368,xTW_aVWh,MC2 - Duets,mc2-duets,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb003,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4369,iTodyfuB,MC2 - Great Artist,mc2-great-artist,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb007,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4370,Lpguj6o-,MC2 - Gym Radio,mc2-gym-radio,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb023,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4371,lOpJ3Q-a,MC2 - Hits,mc2-hits,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb001,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4372,vnKLJgXY,MC2 - Italia,mc2-italia,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb005,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4373,4LPGnpQc,MC2 - Lady,mc2-lady,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb017,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4374,9Q8gz7c-,MC2 - New Classics,mc2-new-classics,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb011,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4375,QG1X0Je-,MC2 - Next,mc2-next,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb019,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4376,J9xDKxof,MC2 - Party,mc2-party,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb018,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4377,3haqf8A4,MC2 - Radio 90's,mc2-radio-90-s,https://www.rmc2.net/webradio/mc2-90/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb009,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4378,NinU9Yyy,MC2 - Romantic Rock,mc2-romantic-rock,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb015,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4379,r6pGHjSb,MC2 - Running Radio,mc2-running-radio,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb021,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4380,Q-R2ZNtw,MC2 - Sensual Rock,mc2-sensual-rock,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb016,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4381,u2KiOJ9E,MC2 - Smooth Jazz,mc2-smooth-jazz,https://www.rmc2.net,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb012,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4383,HOxq0043,Musica Jazz,musica-jazz,https://www.musicajazz.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://ice03.fluidstream.net/mjr.aac,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),36,True
4384,XHmoPLnV,POLI.RADIO,poli-radio,http://www.poliradio.it/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://poliradio.polimi.it:8000/hq,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),34,True
4385,kheEspAw,R101,r101,http://www.r101.it/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://icecast.unitedradio.it/r101,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),34,True
4386,UDRiaxxN,R101 - Katy Perry,r101-katy-perry,http://www.r101.it/radio/webRadio.shtml,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://icy.unitedradio.it/101SpecialArtist.aac,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),46,True
4387,qy3vkp0o,Radio 80's,radio-80-s,https://www.rmc2.net/webradio/mc2-80/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://edge.singsingmusic.net/singsingweb008,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4388,ptpvsPCA,Radio Aran Cucine,radio-aran-cucine,http://nr5.newradio.it:2199/start/aranworl/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://nr5.newradio.it:8527/stream,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),34,True
4389,gmMu-g_z,Radio Dancefloor 90s,radio-dancefloor-90s,http://www.radiodancefloor.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://streaming.radiodancefloor.it/live.vorbis,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),47,True
4390,0xf6gZGz,Radio Francigena,radio-francigena,https://radiofrancigena.com,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://radiofrancigena.out.airtime.pro:8000/radiofrancigena_b,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),61,True
4391,kR7GfDsV,Radio Italia anni 60,radio-italia-anni-60,http://www.radioitaliaanni60.it/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://ice12.fluidstream.net/ria60_mi.aac,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),41,True
4400,Ufs1Wzu2,Radio Popolare,radiopopolare,http://www.radiopopolare.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://livex.radiopopolare.it/radiopop?.mp3=,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4402,AcRL1ifY,RadioVeg.it,radioveg-it,http://radioveg.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://hyades.shoutca.st:8475/radiovegit_mp3,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),44,True
4404,KgSHIFU2,Shareradio,shareradio,http://www.shareradio.it,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://176.31.117.120:8177/stream,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),33,True
4405,M5tLu6ye,Virgin Radio,virginradioitalia,http://www.virginradio.it/,"{'name': 'Milan', 'geo': [9.1859243, 45.4654219]}",True,False,Italy,http://icecast.unitedradio.it/Virgin.mp3,Milan,"[9.1859243, 45.4654219]",9.1859243,45.4654219,POINT (9.1859243 45.4654219),40,True
4406,hUpvdgId,BigFM - US Rap & Hip-Hop,big-fm-us-rap-hip-hop,http://www.bigfm.de/webradio/us-rap-hiphop,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://ilr.bigfm.de/bigfm-usrap-128-mp3,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),39,True
4407,Hhu69Wuj,BigFM - SES,big-ses,http://www.bigfm.de/webradio/bigses,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://streams.bigfm.de/bigfm-turkey-128-mp3?usid=0-0-H-M-D-43,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),62,True
4408,O-iSDryv,BigFM - Deutsche Hip-Hop Charts,bigfm-deutsche-hip-hop-charts,http://bigfm.de,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://streams.bigfm.de/bigfm-deutschland-128-mp3?usid=0-0-H-M-V-06,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),67,True
4409,X2OXcW8W,bigFM - Party,bigfm-party,https://www.bigfm.de,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://ilr.bigfm.de/bigfm-party-128-mp3?usid=0-0-H-M-D-49,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),57,True
4410,arSD6o-B,bigFM - Rap Feature,bigfm-rap-feature,https://www.bigfm.de,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://streams.bigfm.de/bigfm-rapfeature-128-mp3?usid=0-0-H-M-D-49,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),66,True
4413,PG6JYB1l,Energy Stuttgart,energy,http://www.energy.de/stuttgart/,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://185.52.127.131/de/33005/mp3_128.mp3,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),42,True
4414,Q1FS3rn6,Freies Radio für Stuttgart,freies-radio-fuer-stuttgart,http://www.freies-radio.de/,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://streaming.fueralle.org:8000/frs-hi.mp3,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),45,True
4415,cZ7HZHta,HoRadS,horads,http://www.horads.de/,"{'name': 'Stuttgart', 'geo': [9.1829321, 48.7758459]}",True,False,Germany,http://realserver3.hdm-stuttgart.de:8080/horads?.mp3=,Stuttgart,"[9.1829321, 48.7758459]",9.1829321,48.7758459,POINT (9.1829321 48.7758459),53,True
4419,hqGNA1Cg,1000 Melodien,-1000-melodien,http://laut.fm/1000melodien,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://1000melodien.stream.laut.fm/1000melodien,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),47,True
4420,ssgd72K2,Burn Your Ears,burnyourears,http://www.burnyourears.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://stream1.laut.fm/burnyourears,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),35,True
4421,nSpIQe8D,Celtic-Rock,celtic-rock,http://www.celtic-rock.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://celtic-rock.stream.laut.fm/celtic-rock,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),45,True
4422,THttTu69,Dein Lieblingsmensch,deinlieblingsmensch,http://www.deinlieblingsmensch.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://deinlieblingsmensch.stream.laut.fm/deinlieblingsmensch,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),61,True
4423,3fVEQACG,Herrmerkt Radio,herrmerkt,http://herrmerkt.blogspot.com/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://herrmerktradio.stream.laut.fm/herrmerktradio,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),51,True
4425,h1ZnhKCJ,Kora Radio,koradio,http://www.koradio.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://koradio.stream.laut.fm/koradio,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),37,True
4426,QNmZWe3o,Raintown,laut,http://laut.fm/raintown,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://raintown.stream.laut.fm/raintown,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),39,True
4427,ugy7hs62,Radio QueerLive,queerlive,http://www.queerlive.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://queerlive.stream.laut.fm/queerlive,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),41,True
4428,SWLWrzZr,Radio Instrumental,radio-instrumental,http://www.interfunken.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://radioinstrumental.stream.laut.fm/radioinstrumental,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),57,True
4429,zwA1E6o7,Radio Dj R,rare,http://rare.de/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://djr.stream.laut.fm/djr,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),29,True
4430,VFRB9ZW1,Smooth Xmas,smooth-xmas,http://smoothxmas.com/,"{'name': 'Konstanz', 'geo': [9.173238399999999, 47.6779496]}",True,False,Germany,http://smoothxmas.stream.laut.fm/smoothxmas,Konstanz,"[9.173238399999999, 47.6779496]",9.173238399999999,47.6779496,POINT (9.173238399999999 47.6779496),43,True
4431,Hzp7pALk,UCampus Pavia,ucampus-pavia,http://ucampus.unipv.it/,"{'name': 'Pavia', 'geo': [9.1582069, 45.1847248]}",True,False,Italy,http://193.206.74.236:8000/listen,Pavia,"[9.1582069, 45.1847248]",9.1582069,45.1847248,POINT (9.1582069 45.1847248),33,True
4432,rvo25Qfj,Radio Varedo Web,radio-varedo-web,https://radiovaredo.wixsite.com/radiovaredoweb,"{'name': 'Varedo', 'geo': [9.1577441, 45.5991187]}",True,False,Italy,http://188.165.192.5:8752/1/listen.pls,Varedo,"[9.1577441, 45.5991187]",9.1577441,45.5991187,POINT (9.1577441 45.5991187),38,True
4433,pAFSbCyd,Radio Pop Three,pop-radio,http://www.pop-radio.de/,"{'name': 'Schieder-Schwalenberg', 'geo': [9.1548769, 51.91352080000001]}",True,False,Germany,http://de-hz-fal-stream07.rautemusik.fm/main,Schieder-Schwalenberg,"[9.1548769, 51.91352080000001]",9.1548769,51.91352080000001,POINT (9.1548769 51.91352080000001),44,True
4434,xA7H51Je,Radio Cantù FM 89.6,radio-cantu-fm-89-6,http://www.radiocantu.com,"{'name': 'Cantù', 'geo': [9.1362202, 45.7336838]}",True,False,Italy,http://91.121.118.99:8053/;stream/1,Cantù,"[9.1362202, 45.7336838]",9.1362202,45.7336838,POINT (9.1362202 45.7336838),35,True
4435,k9yJ-oPs,Radio Kalaritana,radio-kalaritana,http://www.radiokalaritana.it,"{'name': 'Cagliari', 'geo': [9.1216613, 39.2238411]}",True,False,Italy,http://www.radiokalaritana.it:8000/rk.mp3?_=1,Cagliari,"[9.1216613, 39.2238411]",9.1216613,39.2238411,POINT (9.1216613 39.2238411),45,True
4436,a0XD5F2I,Radio Mela,radio-mela,http://www.radiomela.it,"{'name': 'Cagliari', 'geo': [9.1216613, 39.2238411]}",True,False,Italy,http://91.121.38.216:8016/stream,Cagliari,"[9.1216613, 39.2238411]",9.1216613,39.2238411,POINT (9.1216613 39.2238411),32,True
4437,mydsu4Xk,Unica Radio,unicaradio,https://www.unicaradio.it,"{'name': 'Cagliari', 'geo': [9.1216613, 39.2238411]}",True,False,Italy,http://streaming.unicaradio.it/live,Cagliari,"[9.1216613, 39.2238411]",9.1216613,39.2238411,POINT (9.1216613 39.2238411),35,True
4439,eqBUKEGc,WestküsteFM,okwestkueste,http://www.okwestkueste.de/,"{'name': 'Heide', 'geo': [9.1019015, 54.19517639999999]}",True,False,Germany,http://radio.oksh.de:8000/westkuestefm.mp3,Heide,"[9.1019015, 54.19517639999999]",9.1019015,54.19517639999999,POINT (9.1019015 54.19517639999999),42,True
4440,f78OVMpZ,CiaoComo Radio 89.4 FM,ciaocomoradio,http://www.ciaocomo.it/radio/,"{'name': 'Como', 'geo': [9.0851765, 45.8080597]}",True,False,Italy,http://nr9.newradio.it:9383/stream,Como,"[9.0851765, 45.8080597]",9.0851765,45.8080597,POINT (9.085176499999999 45.8080597),34,True
4441,cDliLLKs,Radio Bø ,radiobo,http://www.radiobo.no/,"{'name': 'Bo', 'geo': [9.0692983, 59.4129869]}",True,False,Norway,http://nettradio.radiobo.com/radiobo-med,Bo,"[9.0692983, 59.4129869]",9.0692983,59.4129869,POINT (9.0692983 59.4129869),40,True
4442,4gmcNbDv,Globus Guld,globusguld,http://www.globusguld.dk/,"{'name': 'Rødding', 'geo': [9.0585499, 55.3667548]}",True,False,Denmark,http://stream.wlmm.dk/globusguld,Rødding,"[9.0585499, 55.3667548]",9.0585499,55.3667548,POINT (9.058549899999999 55.3667548),32,True
4443,lYej41dd,Radio Globus,radioglobus,http://www.radioglobus.dk/,"{'name': 'Rødding', 'geo': [9.0585499, 55.3667548]}",True,False,Denmark,http://stream.wlmm.dk/radioglobus,Rødding,"[9.0585499, 55.3667548]",9.0585499,55.3667548,POINT (9.058549899999999 55.3667548),33,True
4445,oXSXROGj,Radiorizzonti FM 88.0,radiorizzonti-fm-88-0,http://www.radiorizzonti.org,"{'name': 'Saronno', 'geo': [9.0359607, 45.6242491]}",True,False,Italy,http://stream.wide-net.org/orizzonti,Saronno,"[9.0359607, 45.6242491]",9.0359607,45.6242491,POINT (9.0359607 45.6242491),36,True
4446,D2r2RoDB,Radio Skive,radioskive,http://www.radioskive.dk/,"{'name': 'Skive', 'geo': [9.0309083, 56.5651232]}",True,False,Denmark,http://89.249.7.68/skive,Skive,"[9.0309083, 56.5651232]",9.0309083,56.5651232,POINT (9.0309083 56.5651232),24,True
4447,FiDXCr4n,Radio Gwendalyn,radiogwen,http://www.radiogwen.ch/,"{'name': 'Chiasso', 'geo': [9.0246111, 45.8366999]}",True,False,Switzerland,http://stream.radiogwen.ch:8000/radiogwen,Chiasso,"[9.0246111, 45.8366999]",9.0246111,45.8366999,POINT (9.0246111 45.8366999),41,True
4448,wi8k53AW,RidoRadio,ridoradio,http://www.ridoradio.com,"{'name': 'Chiasso', 'geo': [9.0246111, 45.8366999]}",True,False,Switzerland,http://91.121.118.99:8095/stream,Chiasso,"[9.0246111, 45.8366999]",9.0246111,45.8366999,POINT (9.0246111 45.8366999),32,True
4449,otKbsWaF,Nefzawa FM 100.9,nefzawa-fm-100-9,https://radionefzawa.net,"{'name': 'Qibilī', 'geo': [8.971462299999999, 33.7071551]}",True,False,Tunisia,http://51.83.76.244:8020/radio.mp3?1554548942=,Qibilī,"[8.971462299999999, 33.7071551]",8.971462299999999,33.7071551,POINT (8.971462299999999 33.7071551),46,True
4450,O6iJGwKU,Radio Alfa Midtjylland,radioalfamidtjylland,http://www.radioalfamidtjylland.dk/,"{'name': 'Herning', 'geo': [8.967322, 56.138557]}",True,False,Denmark,http://89.249.7.68/alfamidt,Herning,"[8.967322, 56.138557]",8.967322,56.138557,POINT (8.967321999999999 56.138557),27,True
4451,uBluJ47F,Radio M,radiom,http://www.radiom.dk/,"{'name': 'Herning', 'geo': [8.967322, 56.138557]}",True,False,Denmark,http://89.249.7.68/radiom,Herning,"[8.967322, 56.138557]",8.967322,56.138557,POINT (8.967321999999999 56.138557),25,True
4452,ZsyN1egK,#% RADIO DISCOunt,radio-discount,http://radio.discount,"{'name': 'Lugano', 'geo': [8.951051999999999, 46.0036778]}",True,False,Switzerland,http://streamingv2.shoutcast.com/RADIODISCOunt,Lugano,"[8.951051999999999, 46.0036778]",8.951051999999999,46.0036778,POINT (8.951051999999999 46.0036778),46,True
